Company name,Company description,Industry,Work-life balance,Transparency,Toxic culture (R),Supportive culture,Strategy,Leadership,Innovation,Open to feedback,Agility
Hilton Garden Inn,Business-focused hotels,Travel & Leisure,0.471368848,,0.989543157,-0.230508571,,-0.226717234,,,
Hinduja Global Solutions,Global business process management company,Business Services,0.259547659,0.234837062,0.538949688,-0.500365099,1.526264329,1.24698021,,1.815854364,0.732917657
Hobby Lobby,Arts and crafts retail chain,Specialty Retail & Apparel,-0.962004735,,-0.818015592,-1.241880374,,-0.850808268,,,
Holiday Inn,International hotel chain under IHG,Travel & Leisure,-0.117345947,,0.341831086,-1.046501217,,0.506376202,,,
Holiday Inn Express,Budget-friendly hotel brand under IHG,Travel & Leisure,1.381204958,,-0.323479024,0.1183425,,0.551842123,,,
Hollister Co.,Teen fashion retailer owned by Abercrombie,Specialty Retail & Apparel,0.258479252,,0.530602524,0.20425595,,0.922198738,,,
Home Bargains,UK-based discount home goods retailer,General Retail,-1.293837616,,-0.746927977,0.007628919,,-0.554479526,,,
Home Depot,Home improvement shop,Specialty Retail & Apparel,0.820887544,,0.355026842,0.571077585,,0.162379786,,,
HomeGoods,Home decor and furnishings,Specialty Retail & Apparel,0.767033066,,0.726912028,0.03327772,,0.647136851,,,
Honda,Japanese car manufacturer,Industrials,-1.074558383,0.148565349,-1.000843687,-0.406090518,0.683983259,-0.084164283,0.005629568,0.331660486,0.586918995
Honeywell,Industrial conglomerate specialising in aerospace,Industrials,0.219120133,0.72481304,0.801422885,1.053921795,0.443326533,0.624876432,0.432632963,0.457325777,-0.260791539
Hooters,Restaurant chain known for wings and waitresses,Restaurants & Fast Food,0.806714936,,-4.163888416,-0.713100329,,-1.396961734,,,
Host Healthcare,Healthcare staffing agency,Outsourcing & Staffing,0.813038894,,2.143003274,4.781678599,,1.328781066,,,
Hot Topic,Pop culture and music-themed apparel,Specialty Retail & Apparel,-1.22336754,,0.374185741,-0.346556606,,-0.036470831,,,
HP,Printers and PCs,Industrials,0.985657078,0.332980956,1.416161225,1.484344684,-0.030633887,0.840465453,-0.329091637,0.531931006,-1.111208507
HPE,Enterprise IT services and cloud infrastructure,Software & IT Services,0.511556988,0.736237204,1.201152679,0.747793892,-0.365983233,0.532084337,0.425725844,0.670364832,-1.147235663
HSBC,British multinational bank,Financial Services,0.204494616,0.273648535,1.184883228,0.053045562,0.434965281,0.278762326,,0.567636531,-1.934959683
Huawei,Chinese technology and telecoms giant,Industrials,-1.454528179,-0.836258415,0.269010151,1.095196819,0.791950709,0.893137902,3.070078768,1.130036348,1.162277246
HUB International,Insurance brokerage and risk services,Insurance,0.042620962,0.67681184,-0.115377533,0.717769626,1.424367377,1.520749132,,0.826566746,1.360757845
HubSpot,CRM and inbound marketing software,Software & IT Services,-0.171470035,1.708321157,-0.678040895,0.01666829,-0.580127409,0.049921504,-0.844249943,-0.763086044,-0.473092354
Hudson's Bay Company,Canadian department store group,General Retail,0.646092111,,1.584417414,1.239537956,,1.705706272,,,
Humana,Health insurance provider based in Kentucky,Insurance,1.298810951,-0.144695519,0.510248713,0.193281424,-1.16469565,-0.469179521,,0.064536771,-0.688780436
Huntington National Bank,Regional bank headquartered in Ohio,Financial Services,0.148571161,-0.813164588,0.496659509,-0.301364238,0.073142953,0.074013656,,-0.491663758,0.630434307
Hy-Vee,Employee-owned supermarket chain in the Midwest,Grocery Stores,1.393863996,,0.331515411,-0.361451643,,-0.17125251,,,
Hyatt,Global hospitality company based in Chicago,Travel & Leisure,0.348222923,,0.900621652,1.232457187,,0.644299386,,,
IBM,Legacy tech firm known for enterprise solutions,Tech Giants,0.69693512,0.005166367,0.980880914,-0.03131225,-0.184068425,-0.1546136,-0.014165601,-0.303931522,-1.437139102
Iceland Foods,UK supermarket chain specialising in frozen foods,Grocery Stores,-1.083124773,,0.182518712,0.380403084,,-0.183189357,,,
ICF,Consulting and policy research firm,Business Consulting,1.211374409,-0.335205589,0.608190024,-1.427803107,0.252374332,-0.87075179,,-1.437121889,-0.933971904
ICON,Clinical research organization,Life Sciences & Biopharma,1.046391256,-1.614810054,0.924198646,0.562679064,1.010728011,1.680867877,-0.823203248,0.117021666,1.1047875
iHeartMedia,Broadcasting and digital media,Media & Entertainment,-0.124800489,-0.361854054,-2.385715531,0.245470385,-0.028430429,0.557383323,0.982221703,-0.782418266,0.662974483
IHG Hotels and Resorts,Global hotel group with multiple brands,Travel & Leisure,1.498791179,,0.130600515,-0.230508571,,0.157511233,,,
IHOP,Restaurant chain known for pancakes,Restaurants & Fast Food,-0.219075925,,-0.338629381,-1.055372612,,-0.621398141,,,
IKEA,Swedish home furnishings giant,Specialty Retail & Apparel,0.631074905,,0.489865058,0.635146006,,-1.108797019,,,
Illumina,Genomics and DNA sequencing,Life Sciences & Biopharma,1.412781648,-0.535090705,-0.211948138,0.599310034,-1.32836043,-2.000327033,0.845159121,-1.119231035,1.246736476
In-N-Out Burger,West Coast burger chain,Restaurants & Fast Food,-0.034550483,,0.311843471,3.793220618,,1.311258874,,,
Indeed,Job search and recruitment platform,Internet,0.349056536,-0.028407123,0.763376955,1.139985179,-0.824000145,0.019427885,-1.299623168,-0.046612371,-0.540761093
Infosys,Indian multinational IT services firm,Software & IT Services,-0.546472579,-0.878231014,0.408836297,-0.900553676,1.134402389,-0.127464387,-0.076652117,0.967225927,1.311405386
Infosys BPM,Business process outsourcing arm of Infosys,Business Services,-0.389340193,-0.062222264,0.854581421,-0.716024725,1.663839258,0.615650765,,1.68245311,0.634421943
Insight,IT solutions provider for businesses,Software & IT Services,0.108879748,0.102354694,0.058163325,0.696693097,-0.575526043,0.286121516,0.136960097,-0.244615249,0.457613125
Insight Global,Staffing and recruitment firm,Outsourcing & Staffing,-0.753266104,,-0.079321122,0.537549755,,0.881023639,,,
Insperity,HR and business performance solutions,Business Services,0.799928043,2.353526625,-0.168785626,2.786781423,0.655046306,2.622723798,,-0.186711034,-2.449851599
Instacart,Online grocery delivery platform,Internet,0.89619983,0.335664589,0.135472029,-1.103227832,1.359929495,1.047705123,-0.067030328,0.204771598,0.862923199
Shutterfly,Personalized photo printing service,Internet,-1.278115933,-1.253445023,-0.600903459,-0.323611692,-0.330094875,-0.278186781,-0.035941274,0.506536094,-0.112585703
Intact,Canadian property and casualty insurance firm,Insurance,-1.332439381,1.116201494,1.018108561,0.606908863,1.132667202,2.088953104,,-0.091604699,-0.375633586
Intel,Semiconductor and chip manufacturing,Tech Giants,1.046853573,0.712027156,1.609983719,-0.258099779,-0.93584912,-0.638393099,-0.337003326,0.005392583,-0.977631579
Inter-Con Security,Provider of physical security services,Outsourcing & Staffing,-1.860598468,,-1.946920489,-0.91716768,,-2.157913542,,,
International Paper,Fibre-based packaging,Industrials,-1.674855056,0.083026474,-0.979909871,-0.850748905,0.418789622,-0.073238033,,-0.158162573,1.218937221
Intuit,Financial software company known for TurboTax,Software & IT Services,1.036506817,1.124878411,1.009518063,2.550103347,0.247272348,1.751034952,0.552889274,0.908825466,0.032297283
Intuitive,Maker of robotic-assisted surgical systems,Life Sciences & Biopharma,-1.733325273,2.59624204,0.236141215,2.011403533,1.490600206,1.410341022,2.762932019,-0.244329601,0.994436457
Ipsos,Global market research firm,Software & IT Services,-0.899715999,0.540974596,0.030705849,0.285319703,0.885836509,0.605540217,0.989589072,0.899872259,0.170863457
IQVIA,Healthcare data analytics and clinical research,Life Sciences & Biopharma,1.345768902,0.183721305,0.398164101,0.062788897,0.620193025,1.513450917,-0.055839935,1.127165546,0.237813458
Iron Mountain,Information management and storage,Software & IT Services,-0.00788635,-0.46107743,-0.919498682,-0.513533449,0.090296736,-0.020615481,-0.086848994,-0.47045025,0.214656967
JD Wetherspoon,UK-based pub and hospitality company,Restaurants & Fast Food,-2.069693736,,-1.478865453,-1.240571242,,-0.877043853,,,
J. C. Penney,American department store chain,General Retail,1.183544953,,0.499877938,-0.018699285,,0.463537897,,,
J. Crew,Fashion retailer for casual wear,Specialty Retail & Apparel,1.239385535,,1.605617681,0.167828666,,1.628642195,,,
J&J Health Care Equipment,Division of Johnson & Johnson for medical devices,Life Sciences & Biopharma,-0.398850007,0.17062757,-0.064180335,-0.90232891,0.153433453,-0.200689368,-0.836378715,0.333251791,0.948222515
J&J Pharmaceutical,Pharmaceutical division of Johnson & Johnson,Life Sciences & Biopharma,-0.073084318,0.811593725,1.257710508,0.154715944,0.63465814,1.022332318,-0.420372464,1.07358287,-0.595188037
Jack in the Box,Fast-food chain serving burgers and tacos,Restaurants & Fast Food,0.168820339,,1.259078222,-1.667273928,,0.311916077,,,
Jaguar Land Rover,British luxury automotive company,Industrials,0.588181347,0.661725343,0.976337561,-0.07361645,-0.223655834,0.049383935,-0.513487467,0.636686679,-0.867408802
JB Hunt Transport,Logistics and transportation,Supply Chain & Logistics,0.060074927,,0.647004043,1.453498685,,1.586277056,,,
JD Sports,UK-based sports-fashion retailer,Specialty Retail & Apparel,-1.670277011,,-0.763711806,-0.641963174,,-1.44065526,,,
Jersey Mike's,Sub sandwich restaurant chain,Restaurants & Fast Food,0.473787657,,0.11913959,0.617886992,,0.495408709,,,
Jet2,Low-cost British airline,Travel & Leisure,-0.145379037,,-0.960922301,1.832549759,,0.868031481,,,
JetBlue,Low-cost American airline,Travel & Leisure,0.896400581,,0.238879996,-0.506743667,,-0.192732564,,,
Jewel-Osco,Supermarket chain in the Midwest,Grocery Stores,0.375355834,,0.560594985,0.397554121,,0.762524946,,,
Jimmy John's,Fast-food sandwich chain,Restaurants & Fast Food,1.272641797,,1.724621047,0.207013682,,1.627330535,,,
JOANN Stores,Fabric and craft retail chain,Specialty Retail & Apparel,-0.482323923,,-0.171885467,-1.287057545,,-0.487549425,,,
John Deere,Agriculture and heavy equipment manufacturer,Industrials,0.098312578,0.230125726,-0.07327604,-0.484897756,0.67495999,0.065673894,-0.052897759,0.283885443,0.669458829
John Lewis & Partners,UK department store and grocery chain,General Retail,-0.057698066,,0.219860869,2.100766351,,0.495525853,,,
Johnson Controls,Building automation and HVAC systems,Industrials,0.158953906,0.180972282,-0.465104191,-0.526870523,-1.063536095,-0.144210693,-0.207956605,0.10585081,0.187734465
Journeys,Footwear and accessories retailer,Specialty Retail & Apparel,-1.127610628,,-0.528184914,-1.016816204,,-0.243662009,,,
JPMorgan Chase,Largest American bank by assets,Financial Services,-1.001510143,0.284355661,0.323238344,-0.485252667,0.842727731,0.044506457,,0.558961274,-0.028986767
Kantar,Data and consulting company,Business Services,0.037674,0.236953957,0.844996161,1.055535876,-2.681186583,-0.576962903,,-1.30378594,-2.852939391
Kelly,Workforce solutions and staffing agency,Outsourcing & Staffing,1.612502952,,0.078547887,-0.514761153,,0.18826013,,,
Kemper,Insurance provider,Insurance,0.994951229,0.031399002,0.437435409,0.736191629,0.121992755,0.430809857,,0.536550866,0.808086321
Keurig Dr Pepper,Beverage company,Consumer Products,0.363526698,-1.972375488,-0.538314877,-1.006080856,-0.166306848,-2.035381121,,-0.986825431,0.896911088
KeyBank,Regional bank headquartered in Cleveland,Financial Services,0.63149018,0.216848799,-0.162373117,0.035354525,-0.690480164,0.110003357,,0.013126068,0.322025804
KFC,Fast-food chain specialising in fried chicken,Restaurants & Fast Food,-0.148972547,,0.461281784,0.236106729,,0.90011863,,,
Kforce,Professional staffing and workforce solutions,Outsourcing & Staffing,0.057491827,,0.343956075,0.725615212,,1.14172697,,,
Kimberly-Clark,Maker of personal care and hygiene products,Consumer Products,1.133306254,0.773897772,0.395766729,1.485536045,-0.897165943,1.069908785,,0.614259352,-2.192648235
Kmart,Discount department store chain,General Retail,0.878129248,,1.804772937,-0.008959671,,0.934769379,,,
Knight-Swift,Truckload transportation and logistics,Supply Chain & Logistics,0.112487535,,1.047656496,-0.093510505,,1.300528679,,,
Kohl's,American department store chain,General Retail,1.296350742,,0.583621404,1.093760419,,0.869599417,,,
Korn Ferry,Consulting and recruiting,Business Consulting,1.025936913,-2.508967396,-1.081548859,-1.888933332,-0.407096752,-0.188338873,,-0.920598037,-1.411811893
KPMG,Global accounting and professional services firm,Business Consulting,-0.463234853,0.630801635,0.60934676,-0.083040039,0.533104889,0.304018118,,0.430467767,0.354004142
Kraft Heinz,Food and beverage company,Consumer Products,-0.630791496,-1.481440739,-0.945719412,-0.54622862,-1.718946843,-1.275180132,,-0.672033689,-0.095069338
Kroger,American supermarket chain,Grocery Stores,0.294685205,,-0.241678066,-1.123064117,,-1.004223199,,,
Kwik Trip,Midwestern chain of convenience stores,Grocery Stores,-1.270782511,,0.328555682,1.361277247,,-0.345273681,,,
Kyndryl,IT infrastructure services provider,Software & IT Services,0.360685759,-0.518465286,0.517236452,0.070671349,-0.955832676,-0.330737639,-0.747439473,-0.27574938,-1.149323964
L3Harris,Defence contractor specialising in aerospace systems,Industrials,0.81519758,0.45563214,-0.154281999,-0.189634137,0.564999963,0.192432537,0.071156999,-0.496580026,0.20025954
Labcorp,Clinical laboratory and diagnostics company,Life Sciences & Biopharma,-0.260916787,-0.67284835,-1.009040354,-1.609719797,1.007712525,-0.001051163,-0.674212192,-1.016983121,1.338078072
LanguageLine Solutions,Provider of on-demand interpretation services,Business Services,1.425242668,1.329315445,0.212695733,-1.242046274,1.293027979,0.741006686,,0.405994488,0.978150513
Leidos,"Defence, aviation, and IT",Industrials,0.718174641,1.190104109,0.963430617,0.292148787,0.759550406,1.264570253,-0.056623754,0.592153099,0.889491984
LensCrafters,Retailer of prescription eyewear and sunglasses,Specialty Retail & Apparel,-1.003880785,,0.073205398,-0.974033676,,-0.494502149,,,
Leonardo,Italian aerospace and defence group,Industrials,1.206937185,-0.919986189,-0.375835048,0.915584944,-0.543109653,0.476185158,0.293936901,-0.509567666,-1.562807949
Levi Strauss,Denim and casualwear company,Specialty Retail & Apparel,0.25348612,,0.908612921,0.14565072,,-0.067123349,,,
LexisNexis,Provider of legal and regulatory data,Software & IT Services,1.147934408,0.32892116,0.912416955,0.581907891,0.432378183,0.927831298,-0.104176856,0.573869637,0.029946672
LG,South Korean electronics firm,Industrials,-1.40261858,-1.947308054,-1.662953396,-1.182458057,-0.246065594,-0.813549649,0.085102945,-0.521308506,0.634727467
Liberty Mutual,US-based diversified insurance company,Insurance,0.177340227,0.557511897,0.461308901,-0.026773244,-1.029960516,-0.298259887,,-0.267181286,-0.104208087
Lidl,German discount grocery chain,Grocery Stores,-2.765222339,,-0.392012686,-0.531802592,,-1.216704799,,,
Lincoln Financial,Financial services and retirement planning,Insurance,0.535158164,-0.038938961,-0.794162497,-0.641715636,-1.311099697,-0.235954481,,0.478956318,-0.675441392
LinkedIn,Professional networking platform,Internet,-0.341603215,0.21990984,0.286035184,0.892858795,0.372898722,-0.346892059,-1.995424842,-0.147818679,-1.584872611
Little Caesar's,Budget pizza chain,Restaurants & Fast Food,1.144319903,,0.775090945,-0.067462463,,0.426524337,,,
Live Nation,Live entertainment and ticketing,Media & Entertainment,-1.277962059,0.164300212,-0.421907339,1.963127107,0.629027469,0.698284351,-0.715526263,0.927616583,0.916238697
Lloyds,British retail and commercial bank,Financial Services,-0.616975681,-0.719619133,-0.696012419,-0.160183043,-0.469221165,-1.013673189,,-2.604476944,-1.051744103
Loblaw Companies,Canadian grocery and pharmacy retailer,Grocery Stores,0.451102944,,1.108285754,1.078955384,,1.166880918,,,
Lockheed Martin,Aerospace and defence,Industrials,1.699880937,1.011620825,0.639076573,-0.372840319,0.904631963,1.159705967,-0.214158362,0.53639639,-1.102830267
Lockton Companies,Insurance brokerage and risk management,Insurance,-1.451723639,-0.135315802,-1.058587031,2.185712038,0.780040163,0.606227747,,1.004712256,1.168270351
Loves,Chain of truck stops and travel centers,Grocery Stores,-1.043179019,,-1.541533642,-0.54889216,,-0.894596173,,,
Lowe's,Home improvement retail chain,Specialty Retail & Apparel,-0.127292546,,0.202343559,-0.557141251,,-0.749980742,,,
LPL Financial,Broker-dealer and investment advisory firm,Financial Services,0.534052659,-1.382060422,-1.049308297,-0.372785699,-1.830103569,-0.518570095,,0.055415415,-0.409368773
LTIMindtree,Indian IT consulting and digital solutions firm,Software & IT Services,-0.580187938,-0.286358812,-0.190998844,-1.015418877,0.81792185,0.435768918,0.405226306,-0.026196882,1.064928216
Lucid Motors,Electric vehicle startup,Industrials,-2.226965563,-2.417697291,-1.96133039,-2.719733804,-2.020937029,-4.183302947,3.185995178,-2.017983168,1.184784572
lululemon,Athletic apparel and lifestyle brand,Specialty Retail & Apparel,-1.024808888,,0.483414665,2.765697749,,1.053243338,,,
Lumen,Telecommunications and networking,Telecommunications,1.37167054,0.247326418,0.151703811,-0.259755264,-1.556219003,-0.18264542,,-0.957492908,-1.147416794
Lush,Cosmetics and body care retailer,Specialty Retail & Apparel,-0.826153684,,-1.071909427,0.439881322,,-0.621257845,,,
LUSH North America,North American division of Lush Cosmetics,Specialty Retail & Apparel,-0.915158601,,-0.118771101,0.701716698,,-0.734889445,,,
Lyft,Ride-hailing service operator,Internet,0.543373615,0.832250982,-0.022777464,-1.166525274,-0.281100857,0.342047696,-0.091195458,0.130835285,0.496795751
M&T Bank,Regional bank headquartered in Buffalo,Financial Services,0.715599704,-1.55383637,-0.403393929,-0.208918309,0.264347537,-0.129941019,,-0.272255462,0.142197204
MAC Cosmetics,Professional cosmetics brand,Consumer Products,-1.857436669,1.489067625,-1.29478495,-1.339501671,0.904262284,-0.437055204,,0.375661339,1.709204113
Macy's,Department store chain in the US,General Retail,1.118100225,,0.411934269,0.281320805,,0.517816964,,,
Madewell,Women's clothing retailer owned by J.Crew,Specialty Retail & Apparel,0.538641195,,0.884255653,1.78856899,,2.489392313,,,
MAERSK,Global shipping and logistics company,Supply Chain & Logistics,1.689828614,,0.147798137,1.035881498,,-0.246663143,,,
Magna,Automotive supplier based in Canada,Industrials,-1.360117185,-0.453002603,0.11255744,-0.820058451,0.794827144,-0.419585643,0.122900169,0.326600036,0.904940625
Manpower,Staffing and workforce solutions,Outsourcing & Staffing,0.40741055,,1.660048895,0.791400899,,1.404383634,,,
Manulife,Canadian insurance and financial services group,Insurance,0.351640779,1.180702693,0.818816068,0.795962535,0.333902723,0.694453813,,0.832538476,-1.334430393
Marco's Pizza,Pizza delivery and carryout chain,Restaurants & Fast Food,0.562350181,,-0.163147321,-0.700510519,,1.129709941,,,
Marks & Spencer,British retailer of clothing and food,General Retail,-0.542287471,,0.671953225,0.905383898,,0.075825802,,,
Marriott,International hotel and lodging company,Travel & Leisure,0.066445152,,1.403799948,1.266277751,,1.149095142,,,
Mars,Confectionery and pet care manufacturer,Consumer Products,1.018321524,0.237652444,0.654197348,1.450039266,0.431100539,0.519672108,,1.255029375,-1.624367607
Marsh McLennan,Professional services firm in insurance and risk,Insurance,-0.151671606,0.475260634,0.539358661,1.034759114,1.105001411,0.982491255,,0.897722311,-0.388754784
Marshalls,Off-price department store chain,General Retail,1.124179455,,0.697876481,0.81274554,,0.681745556,,,
Mastercard,Global payments and credit card company,Financial Services,1.138002341,0.565262081,1.421761758,0.451467882,0.136677431,0.310259888,,0.523160759,-2.049527615
MathWorks,Developer of MATLAB and Simulink software,Software & IT Services,1.76375416,0.941123948,1.471517895,1.915217348,1.359777937,1.328728205,0.66061422,1.025792523,-1.14292478
Mattress Firm,Specialty mattress retailer,Specialty Retail & Apparel,-3.09221231,,-1.042366695,-0.782175843,,-1.523758263,,,
Maxim Healthcare Staffing,Healthcare staffing services firm,Outsourcing & Staffing,-0.170619092,,-0.002989295,0.350428067,,0.250551049,,,
Maximus,Government services and consulting,Business Services,0.922223216,0.160892887,-0.725401927,-0.213431576,-0.446134189,0.07379887,,-1.081849585,0.08549846
Mazars,International audit and advisory firm,Business Services,-0.202113731,0.469106683,0.860608517,0.282707031,0.047333837,0.506135025,,0.26379832,1.317148874
McDonald's,Global fast-food chain known for burgers,Restaurants & Fast Food,0.466907171,,1.262316523,0.192297638,,0.969717168,,,
McKinsey,Management consulting,Business Consulting,-1.639451465,0.729854175,0.31663388,-0.829661999,0.656342349,1.077326661,,1.258116772,1.344198619
Medline Industries,Distributor of medical supplies and equipment,Life Sciences & Biopharma,-0.963183014,0.157767955,-1.589415584,0.102111167,1.278835346,-0.134713867,-0.622991177,0.568144971,2.002485043
Medtronic,Medical device company based in Ireland,Life Sciences & Biopharma,-0.197916585,0.193297692,0.268867583,-0.711569894,-0.611318812,-0.647499832,-1.105757225,0.59764562,-1.649975116
Meijer,Midwestern supermarket chain,General Retail,1.529951055,,-0.754875984,-0.435544234,,-0.507438874,,,
Men's Wearhouse,Men's formalwear retailer,Specialty Retail & Apparel,1.425717997,,0.666050261,-0.214603934,,0.35281482,,,
Menards,Home improvement chain in the Midwest,Specialty Retail & Apparel,0.33552786,,-0.173093163,-0.573559215,,-1.173106047,,,
Mercedes-Benz,German luxury car manufacturer,Industrials,-0.983379225,0.159931222,0.09555649,-0.10119772,0.917313978,0.398389864,0.270272287,0.811454904,1.226773031
Mercer,Human resources and consulting firm,Business Consulting,0.780829226,0.161558209,-0.036824514,0.252598151,-0.092238469,0.350081993,,0.371934196,-0.565175266
Merck,Pharmaceutical company known for vaccines,Life Sciences & Biopharma,0.538983822,1.399314441,1.378933558,0.405873108,1.225783837,0.997149661,0.084595776,1.222071156,-0.630405423
Meta,Technology company that owns Facebook,Tech Giants,-1.157180581,0.287929238,-0.971097528,-0.246696269,-1.660147836,-1.074576888,-0.033804232,-0.337053493,0.116398691
MetLife,Insurance and employee benefits,Insurance,0.087609447,1.197683176,0.275986219,-0.034528985,0.772679075,-0.36313354,,0.765700494,-1.29826976
Metro,Canadian food and pharmacy retailer,Grocery Stores,0.89999776,,0.715445373,0.564138128,,0.708410819,,,
MGM Resorts International,Hospitality and casino company,Travel & Leisure,0.168717308,,-1.180568359,-0.133086372,,0.007487755,,,
Michael Kors,Luxury fashion brand,Specialty Retail & Apparel,0.040412238,,-0.077237798,0.856006245,,1.020616862,,,
Michaels,Arts and crafts retail chain,Specialty Retail & Apparel,-0.231617559,,0.725742504,-0.410773095,,0.11734614,,,
Microsoft,Technology giant behind Windows and Azure,Tech Giants,0.808783278,-0.185773259,0.415959101,0.349168605,-0.039408454,0.097734853,0.196043105,-0.150927212,-0.924748453
MilliporeSigma,Life science tools and services provider,Life Sciences & Biopharma,1.709545822,-0.833977297,-0.012876552,-0.919998344,-0.83016081,-0.929296228,-0.470691768,-1.334304032,-1.037155999
Milwaukee Tool,Manufacturer of power tools,Industrials,-1.451905576,0.706724847,-0.303714203,3.088558053,0.880447226,0.981882898,1.913811099,1.500381687,1.070124606
Mitchells & Butlers,UK pub and restaurant operator,Restaurants & Fast Food,-2.338627155,,-0.351317554,-0.194425524,,0.099967717,,,
Mitie,UK facilities management and outsourcing firm,Outsourcing & Staffing,-0.287866664,,-0.104525607,0.129144074,,-0.417633993,,,
Mitsubishi UFJ,Japanese banking and financial group,Financial Services,0.032159037,-2.07818307,0.022966581,-0.183274012,0.07168123,-0.570648173,,0.853875734,-2.040878493
MOD Pizza,Fast-casual pizza restaurant chain,Restaurants & Fast Food,0.186570865,,0.433981075,0.234565961,,-1.610722757,,,
Moderna,Biotech firm known for mRNA vaccines,Life Sciences & Biopharma,-2.95283522,-1.424625851,-2.765855409,-1.549706895,-1.75170432,-2.203323537,3.533893946,-1.90849583,-0.75504025
Molina Healthcare,Healthcare company focused on Medicaid plans,Insurance,0.916848156,-1.644524014,-0.933590601,-0.457484883,0.354248627,-0.348098708,,-0.595788985,0.440952111
Mondelez,Snack and confectionery company,Consumer Products,0.312563415,-0.019316808,-0.032227737,0.568923704,-0.128444214,0.325503666,,0.429186686,-0.232753305
MongoDB,Developer of cloud database software,Software & IT Services,-0.351981358,1.223757125,0.420985468,1.71537218,0.029907892,1.716091511,1.275483342,0.354093504,-0.714717274
Morgan and Morgan,Personal injury law firm,Business Services,-1.889372355,-0.088113568,-3.383613687,-0.446994816,-1.414213378,-1.4220472,,-0.836350978,-0.023747475
Morgan Stanley,Global investment bank and wealth manager,Financial Services,-1.02718089,0.048235792,0.327869401,0.132086795,0.946863902,0.335479245,,0.507913485,0.283369759
Morrisons,British supermarket chain,Grocery Stores,-0.563100249,,0.113356546,-0.566743659,,-1.203393313,,,
Motorola Solutions,Communications equipment and public safety tech,Software & IT Services,0.596370766,0.834634924,0.910785976,1.472664194,0.706245089,1.835851863,0.856069533,1.473719395,-0.530189834
Nando's,South African restaurant chain specialising in peri-peri chicken,Restaurants & Fast Food,-1.925856713,,0.811727741,3.090023359,,0.474447224,,,
Nationwide,Insurance and financial services,Insurance,0.765692185,1.192585553,1.063077301,0.470591595,-0.188705337,0.891546747,,0.739107353,0.262568107
NatWest,British bank formerly known as Royal Bank of Scotland,Financial Services,0.96157638,0.927784933,0.455639495,0.832856195,0.327782501,0.563845085,,0.807783969,-0.297984779
Navy Federal Credit Union,Credit union serving military personnel,Financial Services,-0.429224211,0.46668304,-0.806699427,-0.018498651,0.639624392,-0.748494928,,-1.074292497,0.340401106
NBCUniversal,Media and entertainment conglomerate,Media & Entertainment,-0.336873462,0.249419656,0.029819496,0.320595253,0.193415431,0.521780995,-0.135380045,0.57635222,0.120844359
NCR Atleos,ATM and banking software,Software & IT Services,-0.597413697,0.17886273,-0.330429131,-0.606713202,-0.213198935,-0.49659734,-0.832683083,-0.369993342,0.733459938
Nestle,Swiss multinational food and beverage company,Consumer Products,-0.010712077,-0.440666714,0.163972369,-0.159419307,-0.068501396,0.265249964,,-0.140991747,-0.631911897
NetApp,Hybrid cloud data services,Software & IT Services,0.262582115,0.172842277,-0.180202444,0.755030856,-0.581851617,-0.422843497,-1.023761941,-0.165117302,-0.08513537
Netflix,Streaming entertainment platform,Media & Entertainment,-0.950527788,2.117245451,0.787151459,-0.445398901,0.245612244,0.325918089,1.063040732,0.83818768,0.229035962
New Look,British fashion retailer,Specialty Retail & Apparel,-0.732630541,,-0.191566283,0.783776652,,0.403647619,,,
New York Life,Mutual life insurance company,Insurance,0.050275282,0.212024007,0.195080659,0.166403099,0.934399953,0.503808511,,-0.132593708,0.474170584
Newell Brands,Consumer goods manufacturer,Consumer Products,1.33050262,-1.421755033,-1.124345344,-0.948954741,-3.399749989,-1.363725703,,-1.437969045,-1.224606367
Nielsen,Global marketing data and analytics,Software & IT Services,0.694097808,0.824355057,0.484898043,0.274426245,-0.964964809,0.371239585,-0.739887962,0.541837543,-0.021412614
NIKE,Sportswear and sneaker company,Specialty Retail & Apparel,0.135392527,,0.378948362,1.592999886,,0.272822215,,,
Nissan,Japanese automotive manufacturer,Industrials,-0.853499673,1.320217364,-0.157623261,0.4977055,0.795830209,0.135163348,-0.837099522,0.480249021,-0.143724813
No Frills,Discount supermarket chain in Canada,Grocery Stores,0.955554901,,1.406753048,0.77787997,,1.639310311,,,
Nokia,Finnish telecoms and technology firm,Software & IT Services,0.790472406,1.471154277,2.094990448,0.631257835,0.369965589,1.278785571,1.141638585,1.372735092,-0.632449884
Nordstrom,Luxury department store chain,General Retail,0.508259567,,-0.328746214,0.389533613,,0.84700335,,,
Nordstrom Rack,Off-price division of Nordstrom,Specialty Retail & Apparel,0.178623423,,-0.626585703,0.005129861,,0.052629491,,,
Northern Trust,Investment management,Financial Services,0.286573474,-0.779158648,0.890899132,-0.216974345,0.310790824,0.237733216,,0.048458689,-1.194390686
Northrop Grumman,Aerospace and defence contractor,Industrials,1.190613982,0.72025259,0.003961417,0.314296983,0.613508691,0.303654165,-0.823369579,0.602771223,-0.997216188
Northwestern Mutual,Life insurance and financial planning,Insurance,-0.84034146,0.772536743,-0.173278186,0.390952955,1.161611498,1.000796633,,0.606385828,1.497385838
Norwegian Cruise Line,Cruise line known for leisure travel,Travel & Leisure,-2.256749144,,0.152064499,0.332896916,,-0.079298166,,,
